policyholder_id,full_name,gender,date_of_birth,region,email,phone,customer_since,credit_score
PH101481,Glenn Burton,Male,1966-09-07,North West,efield@example.com,0116 496 0778,2025-06-14,734
PH101482,Katy Glover,Female,1953-07-19,Yorkshire,donna13@example.net,+44116 4960210,2020-08-25,810
PH101483,Mohammad Foster,Male,1987-11-18,London,ypatel@example.net,+44(0)808 157 0217,2025-03-24,752
PH101484,Mr Jordan Jones,Female,2001-07-09,Wales,hevans@example.com,+44808 157 0982,2021-04-03,377
PH101485,Sylvia Powell,Male,1983-06-11,Scotland,youngallan@example.org,01154960348,2021-08-03,470
PH101486,Annette Brooks,Other,1964-12-27,Midlands,gareth68@example.com,+44(0)1414960298,2024-05-30,802
PH101487,Rhys Middleton,Male,1946-05-01,North West,qbooth@example.net,(0131) 496 0797,2019-12-24,601
PH101488,Geraldine Hill,Female,1983-08-04,South West,bevantracy@example.net,+44(0)1174960638,2019-04-14,776
PH101489,Jodie Pearson,Male,1990-07-25,Scotland,antony05@example.com,01184960182,2017-04-07,609
PH101490,Miss Francesca Nelson,Male,1950-01-28,South East,diane39@example.net,+44191 4960560,2024-04-01,327
PH101491,Mr Phillip Browne,Female,1953-09-09,South East,margaretpatel@example.net,01314960397,2023-05-29,560
PH101492,Connor Walker,Female,1989-07-03,South West,chapmanrebecca@example.net,+44(0)1632 960 079,2025-05-19,753
PH101493,Jean Anderson,Female,1980-11-17,North West,christophergrant@example.com,+44191 4960661,2021-09-13,660
PH101494,Dennis Smith,Male,1973-10-30,Scotland,walkerhoward@example.net,+441514960706,2024-12-19,373
PH101495,Carolyn Reid,Female,1944-11-04,South West,jenkinsjoshua@example.net,(0909) 8790736,2025-01-09,415
PH101496,Carly Bishop,Female,1977-04-26,Scotland,jemma76@example.org,0191 498 0205,2023-08-12,769
PH101497,Paul Patel,Female,1961-06-27,Scotland,henry09@example.org,(0306) 999 0068,2019-10-23,838
PH101498,Beth Roberts,Male,1976-11-13,North West,oturner@example.com,0116 496 0122,2021-02-25,714
PH101499,Miss Michelle Nash,Female,1997-04-16,Scotland,vcoleman@example.net,+44(0)117 496 0552,2025-04-20,353
